ID,innings,overs,total_run
1304083,1,0,2
1304083,1,1,4
1304083,1,2,14
1304083,1,3,7
1304083,1,4,2
1304083,1,5,3
1304083,1,6,6
1304083,1,7,7
1304083,1,8,10
1304083,1,9,17
1304083,1,10,10
1304083,1,11,3
1304083,1,12,18
1304083,1,13,5
1304083,1,14,8
1304083,1,15,10
1304083,1,16,10
1304083,1,17,15
1304083,1,18,4
1304083,1,19,13
1304083,2,0,11
1304083,2,1,1
1304083,2,2,6
1304083,2,3,5
1304083,2,4,8
1304083,2,5,12
1304083,2,6,6
1304083,2,7,5
1304083,2,8,2
1304083,2,9,3
1304083,2,10,7
1304083,2,11,6
1304083,2,12,5
1304083,2,13,16
1304083,2,14,5
1304083,2,15,12
1304083,2,16,9
1304083,2,17,6
1304083,2,18,5
1304083,2,19,2
1304084,1,0,4
1304084,1,1,9
1304084,1,2,2
1304084,1,3,7
1304084,1,4,7
1304084,1,5,8
1304084,1,6,6
1304084,1,7,8
1304084,1,8,12
1304084,1,9,9
1304084,1,10,6
1304084,1,11,16
1304084,1,12,9
1304084,1,13,14
1304084,1,14,6
1304084,1,15,13
1304084,1,16,9
1304084,1,17,7
1304084,1,18,22
1304084,1,19,13
1304084,2,0,10
1304084,2,1,1
1304084,2,2,2
1304084,2,3,5
1304084,2,4,7
1304084,2,5,7
1304084,2,6,8
1304084,2,7,11
1304084,2,8,13
1304084,2,9,5
1304084,2,10,12
1304084,2,11,3
1304084,2,12,6
1304084,2,13,13
1304084,2,14,15
1304084,2,15,23
1304084,2,16,6
1304084,2,17,6
1304084,2,18,8
1304084,2,19,15
1304085,1,0,5
1304085,1,1,14
1304085,1,2,6
1304085,1,3,8
1304085,1,4,0
1304085,1,5,10
1304085,1,6,6
1304085,1,7,16
1304085,1,8,2
1304085,1,9,2
1304085,1,10,14
1304085,1,11,7
1304085,1,12,5
1304085,1,13,4
1304085,1,14,1
1304085,1,15,4
1304085,1,16,6
1304085,1,17,4
1304085,1,18,12
1304085,1,19,18
1304085,2,0,9
1304085,2,1,1
1304085,2,2,5
1304085,2,3,7
1304085,2,4,8
1304085,2,5,7
1304085,2,6,1
1304085,2,7,7
1304085,2,8,10
1304085,2,9,3
1304085,2,10,6
1304085,2,11,3
1304085,2,12,5
1304085,2,13,11
1304085,2,14,7
1304085,2,15,4
1304085,2,16,9
1304085,2,17,4
1304085,2,18,8
1304085,2,19,0
1304086,1,0,11
1304086,1,1,11
1304086,1,2,4
1304086,1,3,4
1304086,1,4,14
1304086,1,5,9
1304086,1,6,6
1304086,1,7,7
1304086,1,8,10
1304086,1,9,8
1304086,1,10,12
1304086,1,11,16
1304086,1,12,3
1304086,1,13,12
1304086,1,14,13
1304086,1,15,5
1304086,1,16,10
1304086,1,17,6
1304086,1,18,9
1304086,1,19,25
1304086,2,0,2
1304086,2,1,18
1304086,2,2,11
1304086,2,3,9
1304086,2,4,7
1304086,2,5,12
1304086,2,6,9
1304086,2,7,5
1304086,2,8,8
1304086,2,9,10
1304086,2,10,5
1304086,2,11,13
1304086,2,12,12
1304086,2,13,6
1304086,2,14,8
1304086,2,15,5
1304086,2,16,9
1304086,2,17,12
1304086,2,18,13
1304086,2,19,25
1304087,1,0,2
1304087,1,1,4
1304087,1,2,11
1304087,1,3,4
1304087,1,4,3
1304087,1,5,5
1304087,1,6,5
1304087,1,7,3
1304087,1,8,9
1304087,1,9,10
1304087,1,10,5
1304087,1,11,11
1304087,1,12,11
1304087,1,13,2
1304087,1,14,4
1304087,1,15,12
1304087,1,16,17
1304087,1,17,10
1304087,1,18,16
1304087,1,19,2
1304087,2,0,11
1304087,2,1,6
1304087,2,2,9
1304087,2,3,10
1304087,2,4,6
1304087,2,5,5
1304087,2,6,8
1304087,2,7,11
1304087,2,8,14
1304087,2,9,3
1304087,2,10,1
1304087,2,11,3
1304087,2,12,7
1304087,2,13,5
1304087,2,14,14
1304087,2,15,4
1304087,2,16,14
1304087,2,17,12
1304087,2,18,7
1304088,1,0,5
1304088,1,1,2
1304088,1,2,6
1304088,1,3,3
1304088,1,4,16
1304088,1,5,7
1304088,1,6,3
1304088,1,7,10
1304088,1,8,8
1304088,1,9,7
1304088,1,10,15
1304088,1,11,7
1304088,1,12,10
1304088,1,13,6
1304088,1,14,4
1304088,1,15,2
1304088,1,16,7
1304088,1,17,14
1304088,1,18,12
1304088,1,19,9
1304088,2,0,4
1304088,2,1,2
1304088,2,2,15
1304088,2,3,8
1304088,2,4,7
1304088,2,5,10
1304088,2,6,5
1304088,2,7,7
1304088,2,8,7
1304088,2,9,2
1304088,2,10,18
1304088,2,11,3
1304088,2,12,4
1304088,2,13,0
1304088,2,14,11
1304088,2,15,2
1304088,2,16,7
1304088,2,17,5
1304088,2,18,6
1304088,2,19,10
1304089,1,0,10
1304089,1,1,1
1304089,1,2,8
1304089,1,3,2
1304089,1,4,13
1304089,1,5,9
1304089,1,6,5
1304089,1,7,3
1304089,1,8,9
1304089,1,9,15
1304089,1,10,12
1304089,1,11,7
1304089,1,12,8
1304089,1,13,8
1304089,1,14,7
1304089,1,15,4
1304089,1,16,15
1304089,1,17,8
1304089,1,18,11
1304089,1,19,15
1304089,2,0,10
1304089,2,1,8
1304089,2,2,5
1304089,2,3,7
1304089,2,4,4
1304089,2,5,12
1304089,2,6,4
1304089,2,7,5
1304089,2,8,14
1304089,2,9,8
1304089,2,10,5
1304089,2,11,12
1304089,2,12,2
1304089,2,13,4
1304089,2,14,13
1304089,2,15,15
1304089,2,16,7
1304089,2,17,17
1304089,2,18,12
1304089,2,19,10
1304090,1,0,3
1304090,1,1,4
1304090,1,2,12
1304090,1,3,7
1304090,1,4,11
1304090,1,5,3
1304090,1,6,13
1304090,1,7,3
1304090,1,8,8
1304090,1,9,9
1304090,1,10,5
1304090,1,11,3
1304090,1,12,6
1304090,1,13,4
1304090,1,14,11
1304090,1,15,24
1304090,1,16,4
1304090,1,17,13
1304090,1,18,12
1304090,1,19,3
1304090,2,0,12
1304090,2,1,10
1304090,2,2,2
1304090,2,3,9
1304090,2,4,3
1304090,2,5,5
1304090,2,6,20
1304090,2,7,5
1304090,2,8,4
1304090,2,9,5
1304090,2,10,10
1304090,2,11,10
1304090,2,12,7
1304090,2,13,11
1304090,2,14,9
1304090,2,15,2
1304090,2,16,10
1304090,2,17,13
1304090,2,18,8
1304090,2,19,6
1304091,1,0,6
1304091,1,1,16
1304091,1,2,3
1304091,1,3,16
1304091,1,4,8
1304091,1,5,8
1304091,1,6,4
1304091,1,7,12
1304091,1,8,7
1304091,1,9,14
1304091,1,10,11
1304091,1,11,12
1304091,1,12,12
1304091,1,13,5
1304091,1,14,11
1304091,1,15,3
1304091,1,16,11
1304091,1,17,8
1304091,1,18,13
1304091,1,19,15
1304091,2,0,1
1304091,2,1,8
1304091,2,2,4
1304091,2,3,19
1304091,2,4,17
1304091,2,5,17
1304091,2,6,7
1304091,2,7,5
1304091,2,8,9
1304091,2,9,7
1304091,2,10,1
1304091,2,11,18
1304091,2,12,7
1304091,2,13,4
1304091,2,14,11
1304091,2,15,11
1304091,2,16,4
1304091,2,17,10
1304091,2,18,15
1304091,2,19,14
1304092,1,0,3
1304092,1,1,6
1304092,1,2,9
1304092,1,3,5
1304092,1,4,8
1304092,1,5,9
1304092,1,6,7
1304092,1,7,13
1304092,1,8,14
1304092,1,9,11
1304092,1,10,15
1304092,1,11,17
1304092,1,12,6
1304092,1,13,10
1304092,1,14,20
1304092,1,15,13
1304092,1,16,6
1304092,1,17,11
1304092,1,18,8
1304092,1,19,11
1304092,2,0,10
1304092,2,1,14
1304092,2,2,12
1304092,2,3,10
1304092,2,4,6
1304092,2,5,6
1304092,2,6,4
1304092,2,7,10
1304092,2,8,3
1304092,2,9,14
1304092,2,10,8
1304092,2,11,5
1304092,2,12,11
1304092,2,13,12
1304092,2,14,6
1304092,2,15,4
1304092,2,16,12
1304092,2,17,6
1304092,2,18,12
1304092,2,19,24
1304093,1,0,4
1304093,1,1,3
1304093,1,2,0
1304093,1,3,5
1304093,1,4,15
1304093,1,5,11
1304093,1,6,4
1304093,1,7,7
1304093,1,8,9
1304093,1,9,4
1304093,1,10,12
1304093,1,11,4
1304093,1,12,12
1304093,1,13,10
1304093,1,14,5
1304093,1,15,3
1304093,1,16,7
1304093,1,17,7
1304093,1,18,20
1304093,1,19,10
1304093,2,0,6
1304093,2,1,5
1304093,2,2,4
1304093,2,3,6
1304093,2,4,4
1304093,2,5,7
1304093,2,6,8
1304093,2,7,6
1304093,2,8,4
1304093,2,9,9
1304093,2,10,16
1304093,2,11,10
1304093,2,12,11
1304093,2,13,5
1304093,2,14,6
1304093,2,15,7
1304093,2,16,8
1304093,2,17,13
1304093,2,18,17
1304093,2,19,6
1304094,1,0,4
1304094,1,1,13
1304094,1,2,5
1304094,1,3,12
1304094,1,4,4
1304094,1,5,4
1304094,1,6,4
1304094,1,7,4
1304094,1,8,6
1304094,1,9,6
1304094,1,10,4
1304094,1,11,7
1304094,1,12,10
1304094,1,13,9
1304094,1,14,6
1304094,1,15,10
1304094,1,16,6
1304094,1,17,11
1304094,1,18,7
1304094,1,19,11
1304094,2,0,2
1304094,2,1,8
1304094,2,2,8
1304094,2,3,12
1304094,2,4,5
1304094,2,5,8
1304094,2,6,15
1304094,2,7,4
1304094,2,8,7
1304094,2,9,7
1304094,2,10,8
1304094,2,11,13
1304094,2,12,7
1304094,2,13,9
1304094,2,14,4
1304094,2,15,28
1304095,1,0,6
1304095,1,1,8
1304095,1,2,6
1304095,1,3,13
1304095,1,4,18
1304095,1,5,6
1304095,1,6,5
1304095,1,7,4
1304095,1,8,10
1304095,1,9,3
1304095,1,10,5
1304095,1,11,11
1304095,1,12,4
1304095,1,13,11
1304095,1,14,13
1304095,1,15,8
1304095,1,16,6
1304095,1,17,18
1304095,1,18,2
1304095,1,19,16
1304095,2,0,9
1304095,2,1,3
1304095,2,2,10
1304095,2,3,3
1304095,2,4,12
1304095,2,5,14
1304095,2,6,8
1304095,2,7,3
1304095,2,8,10
1304095,2,9,5
1304095,2,10,8
1304095,2,11,7
1304095,2,12,10
1304095,2,13,7
1304095,2,14,9
1304095,2,15,4
1304095,2,16,5
1304095,2,17,8
1304095,2,18,8
1304095,2,19,17
1304096,1,0,0
1304096,1,1,11
1304096,1,2,1
1304096,1,3,21
1304096,1,4,6
1304096,1,5,11
1304096,1,6,1
1304096,1,7,11
1304096,1,8,23
1304096,1,9,6
1304096,1,10,10
1304096,1,11,11
1304096,1,12,11
1304096,1,13,12
1304096,1,14,2
1304096,1,15,10
1304096,1,16,18
1304096,1,17,9
1304096,1,18,14
1304096,1,19,19
1304096,2,0,4
1304096,2,1,5
1304096,2,2,7
1304096,2,3,7
1304096,2,4,1
1304096,2,5,11
1304096,2,6,2
1304096,2,7,7
1304096,2,8,4
1304096,2,9,15
1304096,2,10,14
1304096,2,11,13
1304096,2,12,11
1304096,2,13,16
1304096,2,14,17
1304096,2,15,12
1304096,2,16,7
1304096,2,17,12
1304096,2,18,16
1304096,2,19,5
1304097,1,0,5
1304097,1,1,14
1304097,1,2,10
1304097,1,3,11
1304097,1,4,13
1304097,1,5,10
1304097,1,6,11
1304097,1,7,2
1304097,1,8,11
1304097,1,9,10
1304097,1,10,8
1304097,1,11,6
1304097,1,12,5
1304097,1,13,3
1304097,1,14,1
1304097,1,15,14
1304097,1,16,8
1304097,1,17,10
1304097,1,18,12
1304097,1,19,13
1304097,2,0,1
1304097,2,1,14
1304097,2,2,4
1304097,2,3,10
1304097,2,4,12
1304097,2,5,13
1304097,2,6,5
1304097,2,7,14
1304097,2,8,15
1304097,2,9,7
1304097,2,10,5
1304097,2,11,6
1304097,2,12,5
1304097,2,13,10
1304097,2,14,9
1304097,2,15,8
1304097,2,16,11
1304097,2,17,9
1304097,2,18,11
1304097,2,19,3
1304098,1,0,10
1304098,1,1,7
1304098,1,2,0
1304098,1,3,11
1304098,1,4,18
1304098,1,5,2
1304098,1,6,8
1304098,1,7,8
1304098,1,8,12
1304098,1,9,12
1304098,1,10,5
1304098,1,11,12
1304098,1,12,4
1304098,1,13,8
1304098,1,14,5
1304098,1,15,10
1304098,1,16,15
1304098,1,17,11
1304098,1,18,15
1304098,1,19,16
1304098,2,0,14
1304098,2,1,6
1304098,2,2,6
1304098,2,3,20
1304098,2,4,10
1304098,2,5,11
1304098,2,6,7
1304098,2,7,11
1304098,2,8,4
1304098,2,9,6
1304098,2,10,11
1304098,2,11,7
1304098,2,12,14
1304098,2,13,13
1304098,2,14,3
1304098,2,15,8
1304098,2,16,12
1304098,2,17,16
1304098,2,18,3
1304098,2,19,8
1304099,1,0,2
1304099,1,1,10
1304099,1,2,17
1304099,1,3,10
1304099,1,4,10
1304099,1,5,17
1304099,1,6,7
1304099,1,7,3
1304099,1,8,3
1304099,1,9,11
1304099,1,10,10
1304099,1,11,4
1304099,1,12,6
1304099,1,13,6
1304099,1,14,7
1304099,1,15,3
1304099,1,16,7
1304099,1,17,9
1304099,1,18,30
1304099,1,19,4
1304099,2,0,0
1304099,2,1,4
1304099,2,2,2
1304099,2,3,5
1304099,2,4,10
1304099,2,5,4
1304099,2,6,0
1304099,2,7,5
1304099,2,8,25
1304099,2,9,9
1304099,2,10,5
1304099,2,11,10
1304099,2,12,9
1304099,2,13,11
1304099,2,14,2
1304100,1,0,2
1304100,1,1,2
1304100,1,2,10
1304100,1,3,10
1304100,1,4,6
1304100,1,5,17
1304100,1,6,10
1304100,1,7,20
1304100,1,8,8
1304100,1,9,8
1304100,1,10,5
1304100,1,11,7
1304100,1,12,8
1304100,1,13,5
1304100,1,14,7
1304100,1,15,12
1304100,1,16,8
1304100,1,17,11
1304100,1,18,11
1304100,1,19,25
1304100,2,0,1
1304100,2,1,2
1304100,2,2,12
1304100,2,3,5
1304100,2,4,8
1304100,2,5,11
1304100,2,6,7
1304100,2,7,4
1304100,2,8,7
1304100,2,9,12
1304100,2,10,7
1304100,2,11,13
1304100,2,12,4
1304100,2,13,10
1304100,2,14,8
1304100,2,15,3
1304100,2,16,0
1304100,2,17,3
1304100,2,18,7
1304100,2,19,1
1304101,1,0,5
1304101,1,1,4
1304101,1,2,15
1304101,1,3,5
1304101,1,4,14
1304101,1,5,14
1304101,1,6,4
1304101,1,7,18
1304101,1,8,5
1304101,1,9,16
1304101,1,10,10
1304101,1,11,12
1304101,1,12,9
1304101,1,13,9
1304101,1,14,8
1304101,1,15,19
1304101,1,16,3
1304101,1,17,13
1304101,1,18,16
1304101,1,19,9
1304101,2,0,8
1304101,2,1,9
1304101,2,2,11
1304101,2,3,4
1304101,2,4,16
1304101,2,5,11
1304101,2,6,12
1304101,2,7,2
1304101,2,8,2
1304101,2,9,7
1304101,2,10,3
1304101,2,11,1
1304101,2,12,5
1304101,2,13,3
1304101,2,14,5
1304101,2,15,3
1304101,2,16,7
1304101,2,17,8
1304102,1,0,4
1304102,1,1,12
1304102,1,2,10
1304102,1,3,5
1304102,1,4,17
1304102,1,5,16
1304102,1,6,4
1304102,1,7,7
1304102,1,8,3
1304102,1,9,9
1304102,1,10,13
1304102,1,11,6
1304102,1,12,17
1304102,1,13,13
1304102,1,14,4
1304102,1,15,3
1304102,1,16,13
1304102,1,17,0
1304102,1,18,8
1304102,1,19,1
1304102,2,0,2
1304102,2,1,9
1304102,2,2,5
1304102,2,3,10
1304102,2,4,6
1304102,2,5,5
1304102,2,6,9
1304102,2,7,5
1304102,2,8,7
1304102,2,9,8
1304102,2,10,15
1304102,2,11,2
1304102,2,12,7
1304102,2,13,10
1304102,2,14,2
1304102,2,15,5
1304102,2,16,5
1304102,2,17,1
1304103,1,0,2
1304103,1,1,5
1304103,1,2,6
1304103,1,3,10
1304103,1,4,7
1304103,1,5,5
1304103,1,6,4
1304103,1,7,8
1304103,1,8,4
1304103,1,9,8
1304103,1,10,10
1304103,1,11,7
1304103,1,12,6
1304103,1,13,5
1304103,1,14,5
1304103,1,15,11
1304103,1,16,14
1304103,1,17,5
1304103,1,18,6
1304103,1,19,16
1304103,2,0,2
1304103,2,1,8
1304103,2,2,2
1304103,2,3,11
1304103,2,4,1
1304103,2,5,13
1304103,2,6,7
1304103,2,7,3
1304103,2,8,7
1304103,2,9,4
1304103,2,10,4
1304103,2,11,5
1304103,2,12,3
1304103,2,13,12
1304104,1,0,5
1304104,1,1,5
1304104,1,2,1
1304104,1,3,12
1304104,1,4,9
1304104,1,5,11
1304104,1,6,6
1304104,1,7,5
1304104,1,8,10
1304104,1,9,4
1304104,1,10,4
1304104,1,11,11
1304104,1,12,14
1304104,1,13,10
1304104,1,14,9
1304104,1,15,9
1304104,1,16,14
1304104,1,17,7
1304104,1,18,8
1304104,1,19,6
1304104,2,0,1
1304104,2,1,0
1304104,2,2,4
1304104,2,3,11
1304104,2,4,12
1304104,2,5,10
1304104,2,6,16
1304104,2,7,2
1304104,2,8,11
1304104,2,9,7
1304104,2,10,9
1304104,2,11,5
1304104,2,12,10
1304104,2,13,7
1304104,2,14,9
1304104,2,15,15
1304104,2,16,15
1304104,2,17,14
1304104,2,18,3
1304105,1,0,5
1304105,1,1,0
1304105,1,2,1
1304105,1,3,11
1304105,1,4,8
1304105,1,5,7
1304105,1,6,3
1304105,1,7,10
1304105,1,8,9
1304105,1,9,11
1304105,1,10,6
1304105,1,11,1
1304105,1,12,8
1304105,1,13,5
1304105,1,14,2
1304105,1,15,10
1304105,2,0,6
1304105,2,1,5
1304105,2,2,10
1304105,2,3,11
1304105,2,4,2
1304105,2,5,2
1304105,2,6,6
1304105,2,7,4
1304105,2,8,9
1304105,2,9,11
1304105,2,10,7
1304105,2,11,7
1304105,2,12,3
1304105,2,13,6
1304105,2,14,14
1304106,1,0,8
1304106,1,1,22
1304106,1,2,13
1304106,1,3,7
1304106,1,4,10
1304106,1,5,23
1304106,1,6,3
1304106,1,7,9
1304106,1,8,6
1304106,1,9,4
1304106,1,10,3
1304106,1,11,15
1304106,1,12,7
1304106,1,13,12
1304106,1,14,10
1304106,1,15,11
1304106,1,16,3
1304106,1,17,15
1304106,1,18,24
1304106,1,19,4
1304106,2,0,7
1304106,2,1,12
1304106,2,2,12
1304106,2,3,3
1304106,2,4,7
1304106,2,5,3
1304106,2,6,9
1304106,2,7,18
1304106,2,8,13
1304106,2,9,11
1304106,2,10,9
1304106,2,11,2
1304106,2,12,3
1304106,2,13,9
1304106,2,14,2
1304106,2,15,10
1304106,2,16,7
1304106,2,17,5
1304106,2,18,5
1304106,2,19,8
1304107,1,0,9
1304107,1,1,8
1304107,1,2,1
1304107,1,3,2
1304107,1,4,18
1304107,1,5,17
1304107,1,6,8
1304107,1,7,9
1304107,1,8,6
1304107,1,9,5
1304107,1,10,6
1304107,1,11,7
1304107,1,12,4
1304107,1,13,9
1304107,1,14,10
1304107,1,15,10
1304107,1,16,13
1304107,1,17,9
1304107,1,18,6
1304107,1,19,20
1304107,2,0,1
1304107,2,1,10
1304107,2,2,6
1304107,2,3,10
1304107,2,4,3
1304107,2,5,1
1304107,2,6,6
1304107,2,7,17
1304107,2,8,3
1304107,2,9,9
1304107,2,10,3
1304107,2,11,5
1304107,2,12,4
1304107,2,13,13
1304107,2,14,9
1304107,2,15,1
1304107,2,16,6
1304107,2,17,6
1304107,2,18,4
1304107,2,19,6
1304108,1,0,4
1304108,1,1,4
1304108,1,2,3
1304108,1,3,4
1304108,1,4,15
1304108,1,5,17
1304108,1,6,7
1304108,1,7,7
1304108,1,8,8
1304108,1,9,4
1304108,1,10,3
1304108,1,11,6
1304108,1,12,8
1304108,1,13,6
1304108,1,14,13
1304108,1,15,4
1304108,1,16,3
1304108,1,17,3
1304108,1,18,8
1304108,1,19,6
1304108,2,0,12
1304108,2,1,7
1304108,2,2,10
1304108,2,3,6
1304108,2,4,10
1304108,2,5,8
1304108,2,6,6
1304108,2,7,12
1304108,2,8,5
1304108,2,9,5
1304108,2,10,9
1304108,2,11,6
1304108,2,12,4
1304108,2,13,4
1304108,2,14,4
1304108,2,15,9
1304108,2,16,4
1304108,2,17,6
1304108,2,18,6
1304108,2,19,4
1304109,1,0,8
1304109,1,1,3
1304109,1,2,5
1304109,1,3,9
1304109,1,4,5
1304109,1,5,21
1304109,1,6,9
1304109,1,7,12
1304109,1,8,3
1304109,1,9,15
1304109,1,10,11
1304109,1,11,6
1304109,1,12,9
1304109,1,13,7
1304109,1,14,7
1304109,1,15,7
1304109,1,16,12
1304109,1,17,5
1304109,1,18,14
1304109,1,19,10
1304109,2,0,3
1304109,2,1,12
1304109,2,2,6
1304109,2,3,1
1304109,2,4,1
1304109,2,5,11
1304109,2,6,10
1304109,2,7,6
1304109,2,8,11
1304109,2,9,5
1304109,2,10,13
1304109,2,11,9
1304109,2,12,6
1304109,2,13,4
1304109,2,14,9
1304109,2,15,9
1304109,2,16,4
1304109,2,17,10
1304109,2,18,15
1304109,2,19,9
1304110,1,0,5
1304110,1,1,15
1304110,1,2,15
1304110,1,3,10
1304110,1,4,8
1304110,1,5,6
1304110,1,6,8
1304110,1,7,7
1304110,1,8,8
1304110,1,9,4
1304110,1,10,12
1304110,1,11,9
1304110,1,12,2
1304110,1,13,6
1304110,1,14,1
1304110,1,15,7
1304110,1,16,11
1304110,1,17,15
1304110,1,18,3
1304110,1,19,7
1304110,2,0,6
1304110,2,1,8
1304110,2,2,13
1304110,2,3,11
1304110,2,4,6
1304110,2,5,10
1304110,2,6,5
1304110,2,7,2
1304110,2,8,5
1304110,2,9,2
1304110,2,10,2
1304110,2,11,10
1304110,2,12,2
1304110,2,13,7
1304110,2,14,12
1304110,2,15,8
1304110,2,16,12
1304110,2,17,10
1304110,2,18,3
1304110,2,19,8
1304111,1,0,5
1304111,1,1,7
1304111,1,2,11
1304111,1,3,8
1304111,1,4,15
1304111,1,5,11
1304111,1,6,5
1304111,1,7,15
1304111,1,8,12
1304111,1,9,8
1304111,1,10,5
1304111,1,11,10
1304111,1,12,17
1304111,1,13,14
1304111,1,14,5
1304111,1,15,16
1304111,1,16,9
1304111,1,17,2
1304111,1,18,11
1304111,1,19,7
1304111,2,0,2
1304111,2,1,8
1304111,2,2,10
1304111,2,3,9
1304111,2,4,16
1304111,2,5,6
1304111,2,6,5
1304111,2,7,5
1304111,2,8,17
1304111,2,9,11
1304111,2,10,8
1304111,2,11,5
1304111,2,12,13
1304111,2,13,8
1304111,2,14,4
1304111,2,15,13
1304111,2,16,9
1304111,2,17,26
1304111,2,18,0
1304111,2,19,15
1304112,1,0,8
1304112,1,1,6
1304112,1,2,8
1304112,1,3,4
1304112,1,4,12
1304112,1,5,6
1304112,1,6,4
1304112,1,7,9
1304112,1,8,11
1304112,1,9,15
1304112,1,10,9
1304112,1,11,5
1304112,1,12,8
1304112,1,13,6
1304112,1,14,11
1304112,1,15,18
1304112,1,16,9
1304112,1,17,15
1304112,1,18,27
1304112,1,19,19
1304112,2,0,4
1304112,2,1,4
1304112,2,2,2
1304112,2,3,21
1304112,2,4,16
1304112,2,5,13
1304112,2,6,5
1304112,2,7,10
1304112,2,8,4
1304112,2,9,20
1304112,2,10,16
1304112,2,11,10
1304112,2,12,2
1304112,2,13,5
1304112,2,14,2
1304112,2,15,10
1304112,2,16,12
1304112,2,17,17
1304112,2,18,17
1304112,2,19,18
1304113,1,0,14
1304113,1,1,6
1304113,1,2,1
1304113,1,3,2
1304113,1,4,15
1304113,1,5,0
1304113,1,6,11
1304113,1,7,9
1304113,1,8,6
1304113,1,9,8
1304113,1,10,6
1304113,1,11,8
1304113,1,12,5
1304113,1,13,18
1304113,1,14,9
1304113,1,15,4
1304113,1,16,5
1304113,1,17,7
1304113,1,18,17
1304113,1,19,17
1304113,2,0,5
1304113,2,1,3
1304113,2,2,18
1304113,2,3,14
1304113,2,4,9
1304113,2,5,6
1304113,2,6,6
1304113,2,7,11
1304113,2,8,5
1304113,2,9,10
1304113,2,10,6
1304113,2,11,9
1304113,2,12,3
1304113,2,13,8
1304113,2,14,8
1304113,2,15,18
1304113,2,16,9
1304113,2,17,10
1304113,2,18,12
1304114,1,0,2
1304114,1,1,1
1304114,1,2,12
1304114,1,3,18
1304114,1,4,16
1304114,1,5,26
1304114,1,6,8
1304114,1,7,4
1304114,1,8,2
1304114,1,9,5
1304114,1,10,2
1304114,1,11,4
1304114,1,12,8
1304114,1,13,3
1304114,1,14,6
1304114,1,15,3
1304114,1,16,6
1304114,1,17,10
1304114,1,18,10
1304114,1,19,4
1304114,2,0,11
1304114,2,1,7
1304114,2,2,8
1304114,2,3,11
1304114,2,4,10
1304114,2,5,5
1304114,2,6,7
1304114,2,7,8
1304114,2,8,4
1304114,2,9,2
1304114,2,10,2
1304114,2,11,5
1304114,2,12,4
1304114,2,13,10
1304114,2,14,10
1304114,2,15,4
1304114,2,16,11
1304114,2,17,13
1304114,2,18,12
1304114,2,19,7
1304115,1,0,6
1304115,1,1,6
1304115,1,2,9
1304115,1,3,3
1304115,1,4,5
1304115,1,5,8
1304115,1,6,4
1304115,1,7,7
1304115,1,8,4
1304115,1,9,3
1304115,1,10,9
1304115,1,11,20
1304115,1,12,13
1304115,1,13,2
1304115,1,14,7
1304115,1,15,19
1304115,1,16,8
1304115,1,17,9
1304115,1,18,6
1304115,1,19,11
1304115,2,0,1
1304115,2,1,14
1304115,2,2,1
1304115,2,3,8
1304115,2,4,1
1304115,2,5,2
1304115,2,6,6
1304115,2,7,7
1304115,2,8,4
1304115,2,9,18
1304115,2,10,12
1304115,2,11,4
1304115,2,12,10
1304115,2,13,4
1304115,2,14,9
1304115,2,15,13
1304115,2,16,17
1304115,2,17,15
1304115,2,18,9
1304115,2,19,5
1304116,1,0,5
1304116,1,1,4
1304116,1,2,9
1304116,1,3,6
1304116,1,4,8
1304116,1,5,11
1304116,1,6,9
1304116,1,7,7
1304116,1,8,3
1304116,1,9,9
1304116,1,10,8
1304116,1,11,4
1304116,1,12,4
1304116,1,13,3
1304116,1,14,6
1304116,1,15,3
1304116,1,16,17
1304116,1,17,19
1304116,1,18,12
1304116,1,19,10
1304116,2,0,12
1304116,2,1,10
1304116,2,2,6
1304116,2,3,10
1304116,2,4,9
1304116,2,5,15
1304116,2,6,6
1304116,2,7,9
1304116,2,8,15
1304116,2,9,5
1304116,2,10,6
1304116,2,11,6
1304116,2,12,11
1304116,2,13,13
1304116,2,14,23
1304116,2,15,4
1312197,1,0,9
1312197,1,1,2
1312197,1,2,7
1312197,1,3,10
1312197,1,4,14
1312197,1,5,13
1312197,1,6,6
1312197,1,7,12
1312197,1,8,2
1312197,1,9,4
1312197,1,10,4
1312197,1,11,9
1312197,1,12,6
1312197,1,13,18
1312197,1,14,8
1312197,1,15,3
1312197,1,16,18
1312197,1,17,14
1312197,1,18,13
1312197,1,19,16
1312197,2,0,4
1312197,2,1,14
1312197,2,2,11
1312197,2,3,2
1312197,2,4,16
1312197,2,5,17
1312197,2,6,4
1312197,2,7,4
1312197,2,8,7
1312197,2,9,18
1312197,2,10,7
1312197,2,11,5
1312197,2,12,6
1312197,2,13,14
1312197,2,14,10
1312197,2,15,7
1312197,2,16,9
1312197,2,17,11
1312197,2,18,7
1312197,2,19,18
1312198,1,0,4
1312198,1,1,9
1312198,1,2,7
1312198,1,3,4
1312198,1,4,8
1312198,1,5,20
1312198,1,6,8
1312198,1,7,9
1312198,1,8,8
1312198,1,9,7
1312198,1,10,6
1312198,1,11,16
1312198,1,12,9
1312198,1,13,2
1312198,1,14,6
1312198,1,15,27
1312198,1,16,15
1312198,1,17,8
1312198,1,18,21
1312198,1,19,13
1312198,2,0,8
1312198,2,1,5
1312198,2,2,7
1312198,2,3,11
1312198,2,4,14
1312198,2,5,17
1312198,2,6,5
1312198,2,7,12
1312198,2,8,5
1312198,2,9,5
1312198,2,10,9
1312198,2,11,4
1312198,2,12,7
