ID,batter,non-striker,batsman_run
1304073,GJ Maxwell,V Kohli,19
1304073,KD Karthik,Shahbaz Ahmed,66
1304073,Kuldeep Yadav,AR Patel,10
1304073,Lalit Yadav,RR Pant,1
1304073,MR Marsh,DA Warner,10
1304073,MR Marsh,RR Pant,4
1304073,PP Shaw,DA Warner,16
1304073,R Powell,RR Pant,0
1304073,RR Pant,Lalit Yadav,1
1304073,RR Pant,MR Marsh,14
1304073,RR Pant,SN Thakur,19
1304073,SN Thakur,AR Patel,10
1304073,SN Thakur,RR Pant,7
1304073,SS Prabhudessai,GJ Maxwell,6
1304073,Shahbaz Ahmed,GJ Maxwell,5
1304073,Shahbaz Ahmed,KD Karthik,27
1304073,V Kohli,F du Plessis,4
1304073,V Kohli,GJ Maxwell,8
1304074,AK Markram,Abhishek Sharma,4
1304074,AK Markram,N Pooran,37
1304074,Abhishek Sharma,AK Markram,11
1304074,Abhishek Sharma,KS Williamson,11
1304074,Abhishek Sharma,RA Tripathi,9
1304074,Arshdeep Singh,K Rabada,0
1304074,JM Bairstow,LS Livingstone,1
1304074,JM Bairstow,P Simran Singh,11
1304074,JM Sharma,LS Livingstone,11
1304074,KS Williamson,Abhishek Sharma,3
1304074,LS Livingstone,JM Bairstow,14
1304074,LS Livingstone,JM Sharma,2
1304074,LS Livingstone,M Shahrukh Khan,38
1304074,LS Livingstone,OF Smith,6
1304074,M Shahrukh Khan,LS Livingstone,26
1304074,N Pooran,AK Markram,35
1304074,OF Smith,K Rabada,0
1304074,OF Smith,LS Livingstone,13
1304074,P Simran Singh,JM Bairstow,12
1304074,P Simran Singh,S Dhawan,2
1304074,RA Tripathi,Abhishek Sharma,34
1304074,RD Chahar,K Rabada,0
1304074,S Dhawan,P Simran Singh,8
1304074,VG Arora,K Rabada,0
1304075,A Manohar,WP Saha,12
1304075,AS Joseph,DA Miller,0
1304075,AT Rayudu,RD Gaikwad,46
1304075,DA Miller,LH Ferguson,12
1304075,DA Miller,R Tewatia,33
1304075,DA Miller,Rashid Khan,30
1304075,DA Miller,WP Saha,19
1304075,MM Ali,RD Gaikwad,1
1304075,R Tewatia,DA Miller,6
1304075,RA Jadeja,S Dube,22
1304075,RD Gaikwad,AT Rayudu,45
1304075,RD Gaikwad,MM Ali,22
1304075,RD Gaikwad,RV Uthappa,2
1304075,RD Gaikwad,S Dube,4
1304075,RV Uthappa,RD Gaikwad,3
1304075,Rashid Khan,DA Miller,40
1304075,S Dube,RA Jadeja,16
1304075,S Dube,RD Gaikwad,3
1304075,Shubman Gill,WP Saha,0
1304075,V Shankar,WP Saha,0
1304075,WP Saha,A Manohar,2
1304075,WP Saha,DA Miller,7
1304075,WP Saha,Shubman Gill,1
1304075,WP Saha,V Shankar,1
1304076,AD Russell,SS Iyer,0
1304076,AJ Finch,SP Narine,0
1304076,AJ Finch,SS Iyer,58
1304076,CV Varun,UT Yadav,1
1304076,D Padikkal,JC Buttler,24
1304076,JC Buttler,D Padikkal,67
1304076,JC Buttler,SO Hetmyer,12
1304076,JC Buttler,SV Samson,24
1304076,KK Nair,SO Hetmyer,3
1304076,N Rana,SS Iyer,18
1304076,PJ Cummins,SP Jackson,0
1304076,R Ashwin,SO Hetmyer,2
1304076,R Parag,SO Hetmyer,5
1304076,SO Hetmyer,JC Buttler,6
1304076,SO Hetmyer,KK Nair,4
1304076,SO Hetmyer,R Ashwin,16
1304076,SP Jackson,SS Iyer,1
1304076,SP Jackson,UT Yadav,7
1304076,SS Iyer,AD Russell,1
1304076,SS Iyer,AJ Finch,41
1304076,SS Iyer,N Rana,22
1304076,SS Iyer,SP Jackson,0
1304076,SS Iyer,VR Iyer,21
1304076,SV Samson,JC Buttler,38
1304076,Shivam Mavi,SP Jackson,0
1304076,UT Yadav,CV Varun,0
1304076,UT Yadav,SP Jackson,21
1304076,VR Iyer,SS Iyer,6
1304077,A Badoni,KH Pandya,4
1304077,A Badoni,MP Stoinis,9
1304077,Anuj Rawat,F du Plessis,4
1304077,DJ Hooda,KH Pandya,13
1304077,F du Plessis,GJ Maxwell,14
1304077,F du Plessis,KD Karthik,35
1304077,F du Plessis,SS Prabhudessai,6
1304077,F du Plessis,Shahbaz Ahmed,41
1304077,GJ Maxwell,F du Plessis,23
1304077,HV Patel,KD Karthik,0
1304077,JO Holder,MP Stoinis,3
1304077,JO Holder,PVD Chameera,13
1304077,KD Karthik,F du Plessis,13
1304077,KH Pandya,A Badoni,4
1304077,KH Pandya,DJ Hooda,19
1304077,KH Pandya,KL Rahul,19
1304077,KL Rahul,KH Pandya,7
1304077,KL Rahul,MK Pandey,10
1304077,KL Rahul,Q de Kock,13
1304077,MK Pandey,KL Rahul,6
1304077,MP Stoinis,A Badoni,16
1304077,MP Stoinis,JO Holder,8
1304077,PVD Chameera,JO Holder,1
1304077,Q de Kock,KL Rahul,3
1304077,Ravi Bishnoi,PVD Chameera,0
1304077,SS Prabhudessai,F du Plessis,10
1304077,Shahbaz Ahmed,F du Plessis,26
1304077,V Kohli,F du Plessis,0
1304078,Arshdeep Singh,RD Chahar,4
1304078,Arshdeep Singh,VG Arora,5
1304078,DA Warner,PP Shaw,37
1304078,DA Warner,SN Khan,23
1304078,JM Bairstow,JM Sharma,0
1304078,JM Bairstow,LS Livingstone,9
1304078,JM Bairstow,MA Agarwal,0
1304078,JM Sharma,JM Bairstow,8
1304078,JM Sharma,M Shahrukh Khan,24
1304078,K Rabada,M Shahrukh Khan,2
1304078,LS Livingstone,JM Bairstow,2
1304078,M Shahrukh Khan,JM Sharma,7
1304078,M Shahrukh Khan,K Rabada,3
1304078,M Shahrukh Khan,RD Chahar,2
1304078,MA Agarwal,JM Bairstow,2
1304078,MA Agarwal,S Dhawan,22
1304078,NT Ellis,M Shahrukh Khan,0
1304078,PP Shaw,DA Warner,41
1304078,RD Chahar,Arshdeep Singh,12
1304078,S Dhawan,MA Agarwal,9
1304078,SN Khan,DA Warner,12
1304078,VG Arora,Arshdeep Singh,2
1304079,AT Rayudu,RA Jadeja,10
1304079,AT Rayudu,RV Uthappa,21
1304079,AT Rayudu,S Dube,9
1304079,D Brevis,Ishan Kishan,1
1304079,D Brevis,SA Yadav,3
1304079,D Pretorius,MS Dhoni,22
1304079,DJ Bravo,MS Dhoni,1
1304079,DR Sams,Tilak Varma,5
1304079,HR Shokeen,Tilak Varma,25
1304079,Ishan Kishan,D Brevis,0
1304079,JD Unadkat,Tilak Varma,19
1304079,KA Pollard,Tilak Varma,14
1304079,MJ Santner,RV Uthappa,11
1304079,MS Dhoni,D Pretorius,10
1304079,MS Dhoni,DJ Bravo,16
1304079,MS Dhoni,RA Jadeja,2
1304079,RA Jadeja,AT Rayudu,3
1304079,RA Jadeja,MS Dhoni,0
1304079,RD Gaikwad,RV Uthappa,0
1304079,RG Sharma,Ishan Kishan,0
1304079,RV Uthappa,AT Rayudu,27
1304079,RV Uthappa,MJ Santner,3
1304079,S Dube,AT Rayudu,13
1304079,SA Yadav,D Brevis,18
1304079,SA Yadav,Tilak Varma,14
1304079,Tilak Varma,DR Sams,4
1304079,Tilak Varma,HR Shokeen,12
1304079,Tilak Varma,JD Unadkat,15
1304079,Tilak Varma,KA Pollard,10
1304079,Tilak Varma,SA Yadav,10
1304080,AR Patel,Lalit Yadav,1
1304080,D Padikkal,JC Buttler,54
1304080,DA Warner,PP Shaw,28
1304080,JC Buttler,D Padikkal,99
1304080,JC Buttler,SV Samson,17
1304080,Kuldeep Yadav,R Powell,0
1304080,Lalit Yadav,AR Patel,2
1304080,Lalit Yadav,R Powell,12
1304080,Lalit Yadav,RR Pant,3
1304080,Lalit Yadav,SN Thakur,20
1304080,PP Shaw,DA Warner,15
1304080,PP Shaw,RR Pant,18
1304080,PP Shaw,SN Khan,4
1304080,R Powell,Kuldeep Yadav,20
1304080,R Powell,Lalit Yadav,16
1304080,RR Pant,Lalit Yadav,20
1304080,RR Pant,PP Shaw,24
1304080,SN Khan,PP Shaw,1
1304080,SN Thakur,Lalit Yadav,10
1304080,SO Hetmyer,SV Samson,1
1304080,SV Samson,JC Buttler,29
1304080,SV Samson,SO Hetmyer,17
1304081,A Manohar,R Tewatia,2
1304081,AD Russell,Shivam Mavi,8
1304081,AD Russell,UT Yadav,24
1304081,AD Russell,VR Iyer,16
1304081,AS Joseph,R Tewatia,1
1304081,DA Miller,HH Pandya,27
1304081,HH Pandya,DA Miller,20
1304081,HH Pandya,R Tewatia,0
1304081,HH Pandya,WP Saha,47
1304081,LH Ferguson,R Tewatia,0
1304081,N Rana,SS Iyer,2
1304081,R Tewatia,A Manohar,8
1304081,R Tewatia,AS Joseph,4
1304081,R Tewatia,HH Pandya,4
1304081,R Tewatia,Rashid Khan,1
1304081,RK Singh,SS Iyer,8
1304081,RK Singh,VR Iyer,27
1304081,Rashid Khan,R Tewatia,0
1304081,SP Narine,SS Iyer,5
1304081,SS Iyer,N Rana,4
1304081,SS Iyer,RK Singh,8
1304081,SS Iyer,SP Narine,0
1304081,SW Billings,SP Narine,4
1304081,Shivam Mavi,AD Russell,2
1304081,Shubman Gill,WP Saha,7
1304081,TG Southee,UT Yadav,1
1304081,UT Yadav,AD Russell,13
1304081,UT Yadav,TG Southee,2
1304081,VR Iyer,AD Russell,1
1304081,VR Iyer,RK Singh,16
1304081,WP Saha,HH Pandya,25
1304081,WP Saha,Shubman Gill,0
1304081,Yash Dayal,AS Joseph,0
1304082,Abhishek Sharma,KS Williamson,47
1304082,Anuj Rawat,F du Plessis,0
1304082,Anuj Rawat,GJ Maxwell,0
1304082,F du Plessis,Anuj Rawat,5
1304082,GJ Maxwell,Anuj Rawat,1
1304082,GJ Maxwell,SS Prabhudessai,11
1304082,HV Patel,PWH de Silva,4
1304082,HV Patel,Shahbaz Ahmed,0
1304082,JR Hazlewood,Mohammed Siraj,1
1304082,JR Hazlewood,PWH de Silva,2
1304082,KD Karthik,Shahbaz Ahmed,0
1304082,KS Williamson,Abhishek Sharma,15
1304082,KS Williamson,RA Tripathi,1
1304082,Mohammed Siraj,JR Hazlewood,2
1304082,PWH de Silva,HV Patel,0
1304082,PWH de Silva,JR Hazlewood,8
1304082,RA Tripathi,KS Williamson,7
1304082,SS Prabhudessai,GJ Maxwell,1
1304082,SS Prabhudessai,Shahbaz Ahmed,14
1304082,Shahbaz Ahmed,HV Patel,2
1304082,Shahbaz Ahmed,SS Prabhudessai,5
1304082,V Kohli,Anuj Rawat,0
1304083,A Badoni,KL Rahul,14
1304083,D Brevis,RG Sharma,3
1304083,DJ Hooda,KL Rahul,10
1304083,DR Sams,HR Shokeen,0
1304083,DR Sams,JD Unadkat,0
1304083,DR Sams,KA Pollard,3
1304083,Ishan Kishan,RG Sharma,8
1304083,JD Unadkat,DR Sams,1
1304083,JJ Bumrah,HR Shokeen,0
1304083,JO Holder,KL Rahul,0
1304083,KA Pollard,DR Sams,2
1304083,KA Pollard,Tilak Varma,17
1304083,KH Pandya,KL Rahul,1
1304083,KL Rahul,A Badoni,32
1304083,KL Rahul,DJ Hooda,7
1304083,KL Rahul,MK Pandey,35
1304083,KL Rahul,MP Stoinis,12
1304083,KL Rahul,Q de Kock,17
1304083,MK Pandey,KL Rahul,22
1304083,MP Stoinis,KL Rahul,0
1304083,Q de Kock,KL Rahul,10
1304083,RG Sharma,D Brevis,2
1304083,RG Sharma,Ishan Kishan,35
1304083,RG Sharma,SA Yadav,2
1304083,SA Yadav,RG Sharma,2
1304083,SA Yadav,Tilak Varma,5
1304083,Tilak Varma,KA Pollard,34
1304083,Tilak Varma,SA Yadav,4
1304084,AT Rayudu,RA Jadeja,46
1304084,AT Rayudu,RD Gaikwad,32
1304084,D Pretorius,RA Jadeja,1
1304084,JM Bairstow,S Dhawan,6
1304084,LS Livingstone,S Dhawan,19
1304084,MA Agarwal,S Dhawan,18
1304084,MJ Santner,RD Gaikwad,9
1304084,MS Dhoni,RA Jadeja,12
1304084,PBB Rajapaksa,S Dhawan,42
1304084,RA Jadeja,AT Rayudu,12
1304084,RA Jadeja,D Pretorius,7
1304084,RA Jadeja,MS Dhoni,2
1304084,RD Gaikwad,AT Rayudu,17
1304084,RD Gaikwad,MJ Santner,3
1304084,RD Gaikwad,RV Uthappa,9
1304084,RD Gaikwad,S Dube,1
1304084,RV Uthappa,RD Gaikwad,1
1304084,S Dhawan,JM Bairstow,7
1304084,S Dhawan,LS Livingstone,7
1304084,S Dhawan,MA Agarwal,16
1304084,S Dhawan,PBB Rajapaksa,58
1304084,S Dube,RD Gaikwad,8
1304085,D Padikkal,JC Buttler,7
1304085,DJ Mitchell,R Parag,9
1304085,DJ Mitchell,SV Samson,7
1304085,F du Plessis,RM Patidar,23
1304085,GJ Maxwell,RM Patidar,0
1304085,HV Patel,JR Hazlewood,7
1304085,HV Patel,Mohammed Siraj,0
1304085,HV Patel,PWH de Silva,1
1304085,JC Buttler,D Padikkal,3
1304085,JC Buttler,R Ashwin,5
1304085,JC Buttler,SV Samson,0
1304085,JR Hazlewood,HV Patel,0
1304085,KD Karthik,Shahbaz Ahmed,6
1304085,M Prasidh Krishna,R Parag,2
1304085,Mohammed Siraj,HV Patel,5
1304085,PWH de Silva,HV Patel,9
1304085,PWH de Silva,Shahbaz Ahmed,9
1304085,R Ashwin,JC Buttler,17
1304085,R Parag,DJ Mitchell,21
1304085,R Parag,M Prasidh Krishna,9
1304085,R Parag,TA Boult,3
1304085,R Parag,YS Chahal,23
1304085,RM Patidar,F du Plessis,2
1304085,RM Patidar,Shahbaz Ahmed,14
1304085,SO Hetmyer,R Parag,3
1304085,SS Prabhudessai,Shahbaz Ahmed,2
1304085,SV Samson,DJ Mitchell,27
1304085,Shahbaz Ahmed,KD Karthik,0
1304085,Shahbaz Ahmed,PWH de Silva,7
1304085,Shahbaz Ahmed,RM Patidar,6
1304085,Shahbaz Ahmed,SS Prabhudessai,4
1304085,TA Boult,R Parag,5
1304085,V Kohli,F du Plessis,9
1304086,A Manohar,R Tewatia,0
1304086,AK Markram,Abhishek Sharma,41
1304086,AK Markram,N Pooran,4
1304086,AK Markram,Washington Sundar,11
1304086,Abhishek Sharma,AK Markram,53
1304086,Abhishek Sharma,KS Williamson,10
1304086,Abhishek Sharma,RA Tripathi,2
1304086,DA Miller,R Tewatia,4
1304086,DA Miller,WP Saha,13
1304086,HH Pandya,WP Saha,10
1304086,KS Williamson,Abhishek Sharma,5
1304086,M Jansen,Shashank Singh,8
1304086,N Pooran,AK Markram,3
1304086,R Tewatia,DA Miller,13
1304086,R Tewatia,Rashid Khan,27
1304086,RA Tripathi,Abhishek Sharma,16
1304086,Rashid Khan,R Tewatia,31
1304086,Shashank Singh,M Jansen,25
1304086,Shubman Gill,WP Saha,22
1304086,WP Saha,DA Miller,20
1304086,WP Saha,HH Pandya,6
1304086,WP Saha,Shubman Gill,42
1304086,Washington Sundar,AK Markram,3
1304086,Washington Sundar,Shashank Singh,0
1304087,AD Russell,N Rana,0
1304087,AJ Finch,VR Iyer,3
1304087,AR Patel,R Powell,24
1304087,B Indrajith,SS Iyer,6
1304087,DA Warner,Lalit Yadav,38
1304087,DA Warner,MR Marsh,4
1304087,Harshit Rana,UT Yadav,0
1304087,Lalit Yadav,DA Warner,22
1304087,Lalit Yadav,RR Pant,0
1304087,MR Marsh,DA Warner,13
1304087,N Rana,RK Singh,36
1304087,N Rana,SS Iyer,21
1304087,N Rana,UT Yadav,0
1304087,PP Shaw,DA Warner,0
1304087,R Powell,AR Patel,5
1304087,R Powell,SN Thakur,28
1304087,RK Singh,N Rana,23
1304087,RR Pant,Lalit Yadav,2
1304087,RR Pant,R Powell,0
1304087,SN Thakur,R Powell,8
1304087,SP Narine,SS Iyer,0
1304087,SS Iyer,B Indrajith,7
1304087,SS Iyer,N Rana,25
1304087,SS Iyer,VR Iyer,10
1304087,TG Southee,UT Yadav,0
1304087,UT Yadav,N Rana,0
1304087,VR Iyer,AJ Finch,0
1304087,VR Iyer,SS Iyer,6
1304088,A Badoni,MP Stoinis,4
1304088,Arshdeep Singh,R Dhawan,0
1304088,Avesh Khan,Mohsin Khan,2
1304088,DJ Hooda,Q de Kock,34
1304088,JM Bairstow,JM Sharma,1
1304088,JM Bairstow,LS Livingstone,8
1304088,JM Bairstow,PBB Rajapaksa,2
1304088,JM Bairstow,R Dhawan,11
1304088,JM Bairstow,S Dhawan,10
1304088,JM Sharma,JM Bairstow,2
1304088,JO Holder,MP Stoinis,1
1304088,JO Holder,PVD Chameera,10
1304088,K Rabada,R Dhawan,2
1304088,KH Pandya,DJ Hooda,6
1304088,KH Pandya,MP Stoinis,1
1304088,KL Rahul,Q de Kock,6
1304088,LS Livingstone,JM Bairstow,18
1304088,MA Agarwal,S Dhawan,25
1304088,MP Stoinis,JO Holder,1
1304088,MP Stoinis,KH Pandya,0
1304088,Mohsin Khan,Avesh Khan,7
1304088,Mohsin Khan,PVD Chameera,6
1304088,PBB Rajapaksa,JM Bairstow,9
1304088,PVD Chameera,JO Holder,5
1304088,PVD Chameera,Mohsin Khan,12
1304088,Q de Kock,DJ Hooda,43
1304088,Q de Kock,KL Rahul,3
1304088,R Dhawan,Arshdeep Singh,15
1304088,R Dhawan,JM Bairstow,0
1304088,R Dhawan,K Rabada,6
1304088,RD Chahar,R Dhawan,4
1304088,S Dhawan,JM Bairstow,0
1304088,S Dhawan,MA Agarwal,5
1304089,B Sai Sudharsan,DA Miller,8
1304089,B Sai Sudharsan,HH Pandya,7
1304089,B Sai Sudharsan,Shubman Gill,5
1304089,DA Miller,B Sai Sudharsan,9
1304089,DA Miller,R Tewatia,30
1304089,F du Plessis,V Kohli,0
1304089,GJ Maxwell,KD Karthik,7
1304089,GJ Maxwell,Shahbaz Ahmed,11
1304089,GJ Maxwell,V Kohli,15
1304089,HH Pandya,B Sai Sudharsan,3
1304089,KD Karthik,GJ Maxwell,2
1304089,MK Lomror,Shahbaz Ahmed,16
1304089,R Tewatia,DA Miller,43
1304089,RM Patidar,V Kohli,52
1304089,Shahbaz Ahmed,GJ Maxwell,1
1304089,Shahbaz Ahmed,MK Lomror,1
1304089,Shubman Gill,B Sai Sudharsan,11
1304089,Shubman Gill,WP Saha,20
1304089,V Kohli,F du Plessis,10
1304089,V Kohli,GJ Maxwell,3
1304089,V Kohli,RM Patidar,45
1304089,WP Saha,Shubman Gill,29
1304090,D Padikkal,JC Buttler,15
1304090,DJ Mitchell,JC Buttler,17
1304090,DR Sams,TH David,6
1304090,Ishan Kishan,RG Sharma,20
1304090,Ishan Kishan,SA Yadav,6
1304090,JC Buttler,D Padikkal,10
1304090,JC Buttler,DJ Mitchell,18
1304090,JC Buttler,SO Hetmyer,29
1304090,JC Buttler,SV Samson,10
1304090,KA Pollard,TH David,10
1304090,R Ashwin,SO Hetmyer,21
1304090,R Parag,SO Hetmyer,3
1304090,RG Sharma,Ishan Kishan,2
1304090,SA Yadav,Ishan Kishan,12
1304090,SA Yadav,Tilak Varma,39
1304090,SO Hetmyer,JC Buttler,1
1304090,SO Hetmyer,R Ashwin,3
1304090,SO Hetmyer,R Parag,1
1304090,SO Hetmyer,TA Boult,1
1304090,SV Samson,JC Buttler,16
1304090,TA Boult,SO Hetmyer,1
1304090,TH David,KA Pollard,20
1304090,Tilak Varma,KA Pollard,0
1304090,Tilak Varma,SA Yadav,35
1304091,AR Patel,Kuldeep Yadav,24
1304091,AR Patel,R Powell,17
1304091,AR Patel,SN Thakur,1
1304091,DA Warner,MR Marsh,3
1304091,DA Warner,PP Shaw,0
1304091,DJ Hooda,KL Rahul,52
1304091,KH Pandya,MP Stoinis,9
1304091,KL Rahul,DJ Hooda,38
1304091,KL Rahul,MP Stoinis,23
1304091,KL Rahul,Q de Kock,16
1304091,Kuldeep Yadav,AR Patel,16
1304091,Lalit Yadav,RR Pant,3
1304091,MP Stoinis,KH Pandya,7
1304091,MP Stoinis,KL Rahul,10
1304091,MR Marsh,DA Warner,5
1304091,MR Marsh,RR Pant,32
1304091,PP Shaw,DA Warner,5
1304091,Q de Kock,KL Rahul,23
1304091,R Powell,AR Patel,8
1304091,R Powell,RR Pant,27
1304091,RR Pant,Lalit Yadav,10
1304091,RR Pant,MR Marsh,28
1304091,RR Pant,R Powell,6
1304091,SN Thakur,AR Patel,1
1304092,AK Markram,KS Williamson,17
1304092,Abhishek Sharma,KS Williamson,39
1304092,DP Conway,MS Dhoni,2
1304092,DP Conway,RA Jadeja,9
1304092,DP Conway,RD Gaikwad,74
1304092,KS Williamson,AK Markram,13
1304092,KS Williamson,Abhishek Sharma,18
1304092,KS Williamson,N Pooran,16
1304092,MS Dhoni,DP Conway,8
1304092,N Pooran,KS Williamson,21
1304092,N Pooran,M Jansen,33
1304092,N Pooran,Shashank Singh,10
1304092,RA Jadeja,DP Conway,1
1304092,RA Tripathi,KS Williamson,0
1304092,RD Gaikwad,DP Conway,99
1304092,Shashank Singh,N Pooran,15
1304092,Washington Sundar,N Pooran,2
1304093,AJ Finch,B Indrajith,4
1304093,B Indrajith,AJ Finch,10
1304093,B Indrajith,SS Iyer,5
1304093,D Padikkal,JC Buttler,2
1304093,JC Buttler,D Padikkal,5
1304093,JC Buttler,SV Samson,17
1304093,KK Nair,SV Samson,13
1304093,N Rana,RK Singh,17
1304093,N Rana,SS Iyer,31
1304093,R Ashwin,SO Hetmyer,6
1304093,R Parag,SV Samson,19
1304093,RK Singh,N Rana,42
1304093,SO Hetmyer,R Ashwin,27
1304093,SS Iyer,B Indrajith,10
1304093,SS Iyer,N Rana,24
1304093,SV Samson,JC Buttler,28
1304093,SV Samson,KK Nair,21
1304093,SV Samson,R Parag,5
1304093,SV Samson,SO Hetmyer,0
1304094,AS Joseph,B Sai Sudharsan,4
1304094,B Sai Sudharsan,AS Joseph,8
1304094,B Sai Sudharsan,DA Miller,12
1304094,B Sai Sudharsan,HH Pandya,6
1304094,B Sai Sudharsan,LH Ferguson,2
1304094,B Sai Sudharsan,PJ Sangwan,7
1304094,B Sai Sudharsan,R Tewatia,30
1304094,DA Miller,B Sai Sudharsan,11
1304094,HH Pandya,B Sai Sudharsan,1
1304094,JM Bairstow,S Dhawan,1
1304094,LH Ferguson,B Sai Sudharsan,5
1304094,LS Livingstone,S Dhawan,30
1304094,PBB Rajapaksa,S Dhawan,40
1304094,PJ Sangwan,B Sai Sudharsan,2
1304094,R Tewatia,B Sai Sudharsan,11
1304094,Rashid Khan,B Sai Sudharsan,0
1304094,S Dhawan,JM Bairstow,9
1304094,S Dhawan,LS Livingstone,11
1304094,S Dhawan,PBB Rajapaksa,42
1304094,Shubman Gill,WP Saha,9
1304094,WP Saha,B Sai Sudharsan,13
1304094,WP Saha,Shubman Gill,8
1304095,AT Rayudu,DP Conway,10
1304095,D Pretorius,MS Dhoni,1
1304095,D Pretorius,Simarjeet Singh,12
1304095,DP Conway,AT Rayudu,6
1304095,DP Conway,MM Ali,20
1304095,DP Conway,RD Gaikwad,26
1304095,DP Conway,RV Uthappa,4
1304095,F du Plessis,V Kohli,38
1304095,GJ Maxwell,V Kohli,3
1304095,KD Karthik,HV Patel,14
1304095,KD Karthik,MK Lomror,9
1304095,KD Karthik,Mohammed Siraj,2
1304095,KD Karthik,Shahbaz Ahmed,1
1304095,M Theekshana,Simarjeet Singh,7
1304095,MK Lomror,KD Karthik,21
1304095,MK Lomror,RM Patidar,20
1304095,MK Lomror,V Kohli,1
1304095,MM Ali,DP Conway,14
1304095,MM Ali,MS Dhoni,10
1304095,MM Ali,RA Jadeja,10
1304095,MS Dhoni,D Pretorius,1
1304095,MS Dhoni,MM Ali,1
1304095,PWH de Silva,KD Karthik,0
1304095,RA Jadeja,MM Ali,3
1304095,RD Gaikwad,DP Conway,28
1304095,RM Patidar,MK Lomror,21
1304095,RV Uthappa,DP Conway,1
1304095,Shahbaz Ahmed,KD Karthik,1
1304095,Simarjeet Singh,D Pretorius,2
1304095,V Kohli,F du Plessis,22
1304095,V Kohli,GJ Maxwell,7
1304095,V Kohli,MK Lomror,1
1304096,AK Markram,N Pooran,40
1304096,AK Markram,RA Tripathi,2
1304096,Abhishek Sharma,KS Williamson,7
1304096,B Kumar,S Gopal,5
1304096,DA Warner,MR Marsh,22
1304096,DA Warner,R Powell,50
1304096,DA Warner,RR Pant,20
1304096,KS Williamson,Abhishek Sharma,0
1304096,KS Williamson,RA Tripathi,4
1304096,Kartik Tyagi,S Gopal,7
1304096,MR Marsh,DA Warner,10
1304096,Mandeep Singh,DA Warner,0
1304096,N Pooran,AK Markram,19
1304096,N Pooran,S Gopal,12
1304096,N Pooran,SA Abbott,11
1304096,N Pooran,Shashank Singh,20
1304096,R Powell,DA Warner,67
1304096,RA Tripathi,AK Markram,11
1304096,RA Tripathi,KS Williamson,11
1304096,RR Pant,DA Warner,26
1304096,S Gopal,B Kumar,0
1304096,S Gopal,Kartik Tyagi,9
1304096,S Gopal,N Pooran,0
1304096,SA Abbott,N Pooran,7
1304096,Shashank Singh,N Pooran,10
1304097,B Sai Sudharsan,HH Pandya,14
1304097,DA Miller,HH Pandya,7
1304097,DA Miller,R Tewatia,12
1304097,DA Miller,Rashid Khan,0
1304097,DR Sams,TH David,0
1304097,HH Pandya,B Sai Sudharsan,12
1304097,HH Pandya,DA Miller,10
1304097,HH Pandya,WP Saha,2
1304097,Ishan Kishan,RG Sharma,28
1304097,Ishan Kishan,SA Yadav,12
1304097,Ishan Kishan,Tilak Varma,5
1304097,KA Pollard,Tilak Varma,4
1304097,R Tewatia,DA Miller,3
1304097,RG Sharma,Ishan Kishan,43
1304097,Rashid Khan,DA Miller,1
1304097,SA Yadav,Ishan Kishan,13
1304097,Shubman Gill,WP Saha,52
1304097,TH David,DR Sams,7
1304097,TH David,M Ashwin,12
1304097,TH David,Tilak Varma,25
1304097,Tilak Varma,Ishan Kishan,7
1304097,Tilak Varma,KA Pollard,2
1304097,Tilak Varma,TH David,12
1304097,WP Saha,HH Pandya,3
1304097,WP Saha,Shubman Gill,52
1304098,D Padikkal,SO Hetmyer,15
1304098,D Padikkal,YBK Jaiswal,16
1304098,JC Buttler,YBK Jaiswal,30
1304098,JM Bairstow,JM Sharma,0
1304098,JM Bairstow,MA Agarwal,11
1304098,JM Bairstow,PBB Rajapaksa,14
1304098,JM Bairstow,S Dhawan,31
1304098,JM Sharma,JM Bairstow,1
1304098,JM Sharma,LS Livingstone,22
1304098,JM Sharma,R Dhawan,15
1304098,LS Livingstone,JM Sharma,22
1304098,MA Agarwal,JM Bairstow,15
1304098,PBB Rajapaksa,JM Bairstow,27
1304098,R Dhawan,JM Sharma,5
1304098,R Parag,SO Hetmyer,0
1304098,S Dhawan,JM Bairstow,12
1304098,SO Hetmyer,D Padikkal,24
1304098,SO Hetmyer,R Parag,7
1304098,SV Samson,YBK Jaiswal,23
1304098,YBK Jaiswal,D Padikkal,36
1304098,YBK Jaiswal,JC Buttler,16
1304098,YBK Jaiswal,SV Samson,16
1304099,A Badoni,JO Holder,2
1304099,A Badoni,KH Pandya,5
1304099,A Badoni,MP Stoinis,8
1304099,A Badoni,PVD Chameera,0
1304099,AD Russell,RK Singh,39
1304099,AD Russell,SP Narine,6
1304099,AJ Finch,N Rana,10
1304099,AJ Finch,SS Iyer,4
1304099,AS Roy,SP Narine,0
1304099,B Indrajith,AJ Finch,0
1304099,DJ Hooda,KH Pandya,18
1304099,DJ Hooda,Q de Kock,23
1304099,Harshit Rana,Shivam Mavi,2
1304099,JO Holder,A Badoni,13
1304099,KH Pandya,A Badoni,10
1304099,KH Pandya,DJ Hooda,15
1304099,MP Stoinis,A Badoni,28
1304099,N Rana,AJ Finch,1
1304099,N Rana,RK Singh,1
1304099,PVD Chameera,A Badoni,0
1304099,Q de Kock,DJ Hooda,48
1304099,Q de Kock,KL Rahul,2
1304099,RK Singh,AD Russell,5
1304099,RK Singh,N Rana,1
